"";"distrito";"tipo_accidente";"estado_meteorologico";"tipo_vehiculo";"tipo_persona";"rango_edad";"sexo";"positiva_alcohol";"positiva_droga";"grado_lesividad";"categoria_lesividad";"mes";"partes_dia";"coordenada_x_utm";"coordenada_y_utm"
"15958";"HORTALEZA";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";447061,07;4479274,7
"15959";"CHAMARTÍN";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"July";"Tarde";441989,89;4477419,6
"15960";"CIUDAD LINEAL";"Caída";"Despejado";"VMU eléctrico";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"July";"Tarde";445173,89;4475353,25
"15963";"TETUÁN";"Atropello a persona";"Despejado";"Bicicleta";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";440487,91;4478867,46
"15964";"TETUÁN";"Atropello a persona";"Despejado";"Bicicleta";"Peatón";"De 70 a 74 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";440487,91;4478867,46
"15965";"BARAJAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";450677,55;4480948,7
"15966";"BARAJAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";450677,55;4480948,7
"15967";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";435083,57;4469341,52
"15968";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";435083,57;4469341,52
"15969";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";435083,57;4469341,52
"15970";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche";435083,57;4469341,52
"15971";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 60 a 64 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche";435083,57;4469341,52
"15973";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche";440832,69;4469172,58
"15974";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche";440832,69;4469172,58
"15975";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche";440832,69;4469172,58
"15976";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";440832,69;4469172,58
"15977";"USERA";"Colisión lateral";"Desconocido";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";440532,4;4471002,55
"15978";"USERA";"Colisión lateral";"Desconocido";"VMU eléctrico";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";440532,4;4471002,55
"15983";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";441855,34;4477456,01
"15984";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";441855,34;4477456,01
"15985";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";440518,84;4470966,94
"15986";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";440518,84;4470966,94
"15989";"CARABANCHEL";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";436861,16;4471239,68
"15990";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";436861,16;4471239,68
"15991";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";442590,02;4475811,19
"15992";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";442590,02;4475811,19
"15993";"RETIRO";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";441490,73;4473261,27
"15994";"RETIRO";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";441490,73;4473261,27
"15995";"RETIRO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";441490,73;4473261,27
"15996";"CHAMARTÍN";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"July";"Tarde";442694,21;4479896,04
"16003";"RETIRO";"Colisión fronto-lateral";"Despejado";"Todo terreno";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";443185,1;4473559,81
"16004";"RETIRO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";443185,1;4473559,81
"16005";"MONCLOA-ARAVACA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";435459,49;4478866,92
"16006";"MONCLOA-ARAVACA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";435459,49;4478866,92
"16007";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Tarde";441166,5;4472735
"16008";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";441166,5;4472735
"16013";"VILLAVERDE";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";441147,13;4465546,84
"16014";"VILLAVERDE";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"July";"Noche";441147,13;4465546,84
"16015";"VILLAVERDE";"Colisión lateral";"Despejado";"Turismo";"Conductor";"Más de 74 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";441147,13;4465546,84
"16019";"CIUDAD LINEAL";"Choque contra obstáculo fijo";"Despejado";"Motocicleta > 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"July";"Noche";446618,64;4474507,82
"16022";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Bicicleta";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"July";"Mañana";442691,79;4475078,1
"16024";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Noche";444978,1;4472147,32
"16030";"ARGANZUELA";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 35 a 39 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";440369,6;4472116,26
"16031";"ARGANZUELA";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Madrugada";440369,6;4472116,26
"16036";"TETUÁN";"Choque contra obstáculo fijo";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"July";"Madrugada";440331,59;4477979,17
"16037";"TETUÁN";"Choque contra obstáculo fijo";"Despejado";"Motocicleta hasta 125cc";"Peatón";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Madrugada";440331,59;4477979,17
"16042";"VILLAVERDE";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";440244,71;4465862,51
"16043";"VILLAVERDE";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 60 a 64 años";"Mujer";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"July";"Mañana";440244,71;4465862,51
"16047";"RETIRO";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";442656,11;4474416,06
"16048";"RETIRO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";442656,11;4474416,06
"16049";"RETIRO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Mañana";442656,11;4474416,06
"16052";"VILLA DE VALLECAS";"Caída";"Despejado";"Ciclomotor";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";448009,88;4469202,33
"16058";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Todo terreno";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";443381,15;4478170,5
"16059";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Todo terreno";"Pasajero";"Menor de 5 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";443381,15;4478170,5
"16060";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Todo terreno";"Pasajero";"Menor de 5 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";443381,15;4478170,5
"16061";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche";443381,15;4478170,5
"16062";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche";443381,15;4478170,5
"16068";"SALAMANCA";"Colisión lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";443248,59;4475417,07
"16069";"SALAMANCA";"Colisión lateral";"Despejado";"Motocicleta > 125cc";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";443248,59;4475417,07
"16070";"SALAMANCA";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";443248,59;4475417,07
"16071";"SALAMANCA";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";443248,59;4475417,07
"16072";"CENTRO";"Choque contra obstáculo fijo";"Despejado";"Bicicleta";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";440217,54;4474221,14
"16076";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";440111,51;4481655,32
"16077";"PUENTE DE VALLECAS";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";442047,83;4470576
"16080";"PUENTE DE VALLECAS";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";442047,83;4470576
"16086";"VILLA DE VALLECAS";"Alcance";"Despejado";"Autobús";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";448443,96;4470185,33
"16087";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"S";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche";448443,96;4470185,33
"16091";"CHAMBERÍ";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"July";"Madrugada";440933,32;4475507,07
"16092";"CHAMBERÍ";"Caída";"Despejado";"Motocicleta > 125cc";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"July";"Madrugada";440933,32;4475507,07
"16093";"FUENCARRAL-EL PARDO";"Colisión frontal";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"July";"Noche";440508,92;4483040,95
"16100";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";440335,38;4477737,6
"16101";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";440335,38;4477737,6
"16102";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Madrugada";450073,79;4478241,07
"16103";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Madrugada";450073,79;4478241,07
"16104";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444716,56;4469475,85
"16105";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444716,56;4469475,85
"16106";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";444716,56;4469475,85
"16107";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Pasajero";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444716,56;4469475,85
"16108";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";444716,56;4469475,85
"16109";"RETIRO";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"July";"Mañana";442520,93;4474077,05
"16110";"RETIRO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";442520,93;4474077,05
"16113";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana";443825,95;4469376,24
"16114";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Turismo";"Peatón";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"July";"Mañana";443825,95;4469376,24
"16115";"VILLAVERDE";"Choque contra obstáculo fijo";"Despejado";"Furgoneta";"Conductor";"De 45 a 49 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";439758,1;4466009,25
"16117";"SALAMANCA";"Alcance";"Despejado";"Bicicleta";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";442107,61;4474998,96
"16118";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";442107,61;4474998,96
"16119";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Ciclomotor";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";439358,01;4471957,28
"16120";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";439358,01;4471957,28
"16121";"CHAMBERÍ";"Caída";"Despejado";"Ciclomotor";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";440745,53;4476302,7
"16122";"CHAMARTÍN";"Alcance";"Despejado";"Desconocido";"Conductor";"Desconocido";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";442071,71;4477098,18
"16123";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";442071,71;4477098,18
"16124";"HORTALEZA";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";447365,96;4478429,66
"16125";"HORTALEZA";"Alcance";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";447365,96;4478429,66
"16128";"PUENTE DE VALLECAS";"Solo salida de la vía";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";444015,65;4471634,39
"16129";"PUENTE DE VALLECAS";"Solo salida de la vía";"Despejado";"Turismo";"Peatón";"De 65 a 69 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Tarde";444015,65;4471634,39
"16130";"CENTRO";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";440338,8;4473157,1
"16132";"RETIRO";"Otro";"Despejado";"Turismo";"Peatón";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Mañana";442266,92;4472904,99
"16133";"RETIRO";"Otro";"Despejado";"Vehículo articulado";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";442266,92;4472904,99
"16134";"RETIRO";"Otro";"Despejado";"Vehículo articulado";"Pasajero";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";442266,92;4472904,99
"16135";"SALAMANCA";"Alcance";"Despejado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche";442207,19;4474779,66
"16136";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";442207,19;4474779,66
"16137";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";442207,19;4474779,66
"16139";"USERA";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Noche";440486;4470961,85
"16140";"USERA";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 15 a 17 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Noche";440486;4470961,85
"16141";"USERA";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";440486;4470961,85
"16144";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche";440412,72;4483847,38
"16145";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";440412,72;4483847,38
"16146";"SALAMANCA";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";442592,01;4476529,22
"16147";"SALAMANCA";"Atropello a persona";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";442592,01;4476529,22
"16148";"SALAMANCA";"Atropello a persona";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";442592,01;4476529,22
"16149";"SALAMANCA";"Atropello a persona";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";442592,01;4476529,22
"16150";"SALAMANCA";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 15 a 17 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Madrugada";442592,01;4476529,22
"16160";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Bicicleta";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana";446950,21;4474053,9
"16161";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"VMU eléctrico";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana";446950,21;4474053,9
"16166";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana";448737,13;4467486,42
"16167";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";448737,13;4467486,42
"16170";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";444934,22;4477622,65
"16171";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana";444934,22;4477622,65
"16174";"HORTALEZA";"Caída";"Despejado";"Bicicleta";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"July";"Mañana";448477,97;4482496,53
"16175";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";445222,86;4478000,27
"16176";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";445222,86;4478000,27
